source,mlbam_id,fg_id,player_name,team,dynasty_rank,dynasty_tier,position_group,source_rank,fallback_rank,rank_method,notes
workspace-baseline-2026,666464,,Jerar Encarnacion,SF,771,Tier 6,OF,,671,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,681870,,Erik Sabrowski,CLE,772,Tier 6,SP,,672,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,676106,,Emerson Hancock,SEA,773,Tier 6,SP,,673,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,607481,,Aaron Bummer,ATL,774,Tier 6,SP,,674,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,672582,,Angel Zerpa,MIL,775,Tier 6,SP,,675,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,668390,,Cole Winn,TEX,776,Tier 6,SP,,676,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,665622,,Luis Medina,ATH,777,Tier 6,SP,,677,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,608701,,Rob Refsnyder,SEA,778,Tier 6,OF,,678,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,696136,,Jordan Wicks,CHC,779,Tier 6,SP,,679,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687911,,Bryan King,HOU,780,Tier 6,SP,,680,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,554340,,Yimi Garcia,TOR,781,Tier 6,SP,,681,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,621381,,Matt Strahm,KC,782,Tier 6,SP,,682,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,623149,,Paul Sewald,AZ,783,Tier 6,SP,,683,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,656537,,Derek Hill,CWS,784,Tier 6,OF,,684,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,682877,,Juan Brito,CLE,785,Tier 6,SS,,686,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,686580,,Justin Slaten,BOS,786,Tier 6,SP,,687,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,680737,,Michael Helman,STL,787,Tier 6,OF,,688,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,694335,,Matt Svanson,STL,788,Tier 6,SP,,689,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,679032,,Johan Rojas,PHI,789,Tier 6,OF,,690,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,676571,,PJ Poulin,WSH,790,Tier 6,SP,,691,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,690924,,Braxton Fulford,COL,791,Tier 6,C,,692,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,642708,,Amed Rosario,NYY,792,Tier 6,2B,,693,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,640462,,A.J. Puk,ARI,793,Tier 6,SP,,694,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,596112,,Robert Stephenson,LAA,794,Tier 6,SP,,695,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,683232,,Nick Mears,KC,795,Tier 6,SP,,696,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,642397,,Gregory Soto,PIT,796,Tier 6,SP,,697,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,663893,,Brendon Little,TOR,797,Tier 6,SP,,698,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,543510,,James McCann,AZ,798,Tier 6,C,,699,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,668723,,Ryan Vilade,TB,799,Tier 6,OF,,700,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,669369,,Bryce Johnson,SD,800,Tier 6,OF,,702,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,682254,,Mason Montgomery,PIT,801,Tier 6,SP,,703,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,669397,,Nick Allen,HOU,802,Tier 6,SS,,704,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,542888,,Shawn Armstrong,CLE,803,Tier 6,SP,,705,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,669289,,Santiago Espinal,LAD,804,Tier 6,SS,,706,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,643396,,Isiah Kiner-Falefa,BOS,805,Tier 6,SS,,707,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,686823,,Will Brennan,CLE,806,Tier 6,OF,,708,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,623437,,Justin Topa,MIN,807,Tier 6,SP,,709,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,665828,,Oswaldo Cabrera,NYY,808,Tier 6,3B,,710,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,695391,,Brett Harris,ATH,809,Tier 6,3B,,711,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687396,,Brent Headrick,NYY,810,Tier 6,SP,,713,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,663855,,Jordan Hicks,CWS,811,Tier 6,SP,,714,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,683175,,Connor Phillips,CIN,812,Tier 6,SP,,715,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,642759,,Julian Fernandez,LAD,813,Tier 6,SP,,716,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,678489,,Jorge Barrosa,AZ,814,Tier 6,OF,,717,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,666171,,Ryan Zeferjahn,LAA,815,Tier 6,SP,,718,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,571771,,Enrique Hernandez,LAD,816,Tier 6,SS,,719,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,656234,,Jake Bird,NYY,817,Tier 6,SP,,720,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,663574,,Tony Santillan,CIN,818,Tier 6,SP,,722,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,663542,,Bryan Hudson,CWS,819,Tier 6,SP,,724,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,672782,,Yoendrys Gomez,TB,820,Tier 6,SP,,725,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,664208,,Phil Maton,CHC,821,Tier 6,SP,,726,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,676428,,Brant Hurter,DET,822,Tier 6,SP,,727,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,621112,,Paul Blackburn,NYY,823,Tier 6,SP,,728,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,676130,,Jose Butto,SF,824,Tier 6,SP,,729,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,703185,,Nelson Rada,LAA,825,Tier 6,OF,,730,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,605447,,Jordan Romano,LAA,826,Tier 6,SP,,731,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,664238,,Dylan Moore,PHI,827,Tier 6,SS,,732,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,660813,,Brusdar Graterol,LAD,828,Tier 6,SP,,733,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,671286,,Johnathan Rodriguez,CLE,829,Tier 6,OF,,734,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,663558,,Jovani Moran,BOS,830,Tier 6,SP,,735,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,686676,,Korey Lee,CWS,831,Tier 6,C,,736,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,664353,,Jose Urquidy,PIT,832,Tier 6,SP,,737,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,663967,,Cesar Salazar,HOU,833,Tier 6,C,,738,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,606115,,Orlando Arcia,MIN,834,Tier 6,SS,,739,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,656986,,Bennett Sousa,HOU,835,Tier 6,SP,,740,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,687551,,Drew Gilbert,SF,836,Tier 6,OF,,742,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,657044,,Ryan Thompson,AZ,837,Tier 6,SP,,743,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,669438,,Mason Englert,TB,838,Tier 6,SP,,744,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,607067,,Colin Rea,CHC,839,Tier 6,SP,,746,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,628451,,Andy Ibanez,ATH,840,Tier 6,2B,,747,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,666134,,Nolan Jones,CLE,841,Tier 6,OF,,748,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,688158,,David Morgan,SD,842,Tier 6,SP,,749,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,680742,,Jonathan Bowlan,PHI,843,Tier 6,SP,,750,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,518595,,Travis d’Arnaud,LAA,844,Tier 6,C,,751,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,676775,,Keaton Winn,SF,845,Tier 6,SP,,752,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,666126,,Carlos Cortes,ATH,846,Tier 6,OF,,753,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,676801,,Chas McCormick,HOU,847,Tier 6,OF,,755,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,670231,,John Rave,KC,848,Tier 6,OF,,756,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,682619,,Orelvis Martinez,TOR,849,Tier 6,2B,,757,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,686790,,Trevor McDonald,SF,850,Tier 6,SP,,758,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,680736,,Justin Wrobleski,LAD,851,Tier 6,SP,,759,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,669261,,Jack Suwinski,PIT,852,Tier 6,OF,,760,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,656271,,Brock Burke,CIN,853,Tier 6,SP,,761,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,665750,,Leody Taveras,BAL,854,Tier 6,OF,,762,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,668964,,Tobias Myers,NYM,855,Tier 6,SP,,763,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,691740,,Daniel Susac,SF,856,Tier 6,C,,765,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,681867,,Cooper Criswell,SEA,857,Tier 6,SP,,766,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,680755,,Braydon Fisher,TOR,858,Tier 6,SP,,767,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,677347,,Kyren Paris,LAA,859,Tier 6,2B,,768,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,660853,,Enyel De Los Santos,HOU,860,Tier 6,SP,,769,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,694361,,Will Klein,LAD,861,Tier 6,SP,,770,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,686701,,Ryan Bergert,SD,862,Tier 6,SP,,771,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,689672,,Drew Thorpe,CHW,863,Tier 6,SP,,773,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,669234,,Justyn-Henry Malloy,DET,864,Tier 6,OF,,774,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
